,SIC,descr_2dig,descr_4dig,color,US 1987 SIC 1,EMPLOYEES HERE,pct,pct2,Label
275,2754.0,Manufacturing,"Commercial Printing, Gravure",#0072FF,2754.0,11.0,8.409072318786403e-06,0.0,"Commercial Printing, Gravure (0.0%)"
658,5051.0,Retail and wholesale trade,Metals Service Centers and Offices,#FF9BCD,5051.0,11.0,8.409072318786403e-06,0.0,Metals Service Centers and Offices (0.0%)
35,291.0,"Agriculture, Forestry, Fishing, Mining","General Farms, Primarily Livestock and Animal Specialties",#698705,291.0,10.0,7.644611198896729e-06,0.0,"General Farms, Primarily Livestock and Animal Specialties (0.0%)"
633,4932.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Gas and Other Services Combined,#C3FF00,4932.0,10.0,7.644611198896729e-06,0.0,Gas and Other Services Combined (0.0%)
975,8811.0,Services,Private Households,#FF0069,8811.0,10.0,7.644611198896729e-06,0.0,Private Households (0.0%)
898,7692.0,Services,Welding Repair,#FF0069,7692.0,10.0,7.644611198896729e-06,0.0,Welding Repair (0.0%)
112,1795.0,Construction,Wrecking and Demolition Work,#696969,1795.0,10.0,7.644611198896729e-06,0.0,Wrecking and Demolition Work (0.0%)
178,2259.0,Manufacturing,"Knitting Mills, Not Elsewhere Classified",#0072FF,2259.0,10.0,7.644611198896729e-06,0.0,"Knitting Mills, Not Elsewhere Classified (0.0%)"
54,913.0,"Agriculture, Forestry, Fishing, Mining",Shellfish,#698705,913.0,10.0,7.644611198896729e-06,0.0,Shellfish (0.0%)
268,2679.0,Manufacturing,"Converted Paper and Paperboard Products, Not Elsewhere Classified",#0072FF,2679.0,9.0,6.880150079007057e-06,0.0,"Converted Paper and Paperboard Products, Not Elsewhere Classified (0.0%)"
599,4482.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Ferries,#C3FF00,4482.0,9.0,6.880150079007057e-06,0.0,Ferries (0.0%)
339,3161.0,Manufacturing,Luggage,#0072FF,3161.0,9.0,6.880150079007057e-06,0.0,Luggage (0.0%)
659,5052.0,Retail and wholesale trade,Coal and Other Minerals and Ores,#FF9BCD,5052.0,9.0,6.880150079007057e-06,0.0,Coal and Other Minerals and Ores (0.0%)
213,2389.0,Manufacturing,"Apparel and Accessories, Not Elsewhere Classified",#0072FF,2389.0,9.0,6.880150079007057e-06,0.0,"Apparel and Accessories, Not Elsewhere Classified (0.0%)"
214,2391.0,Manufacturing,Curtains and Draperies,#0072FF,2391.0,9.0,6.880150079007057e-06,0.0,Curtains and Draperies (0.0%)
823,6792.0,"Finance, Insurance, And Real Estate",Oil Royalty Traders,#FFFF00,6792.0,8.0,6.1156889591173835e-06,0.0,Oil Royalty Traders (0.0%)
367,3297.0,Manufacturing,Nonclay Refractories,#0072FF,3297.0,8.0,6.1156889591173835e-06,0.0,Nonclay Refractories (0.0%)
224,2426.0,Manufacturing,Hardwood Dimension and Flooring Mills,#0072FF,2426.0,8.0,6.1156889591173835e-06,0.0,Hardwood Dimension and Flooring Mills (0.0%)
538,3799.0,Manufacturing,"Transportation Equipment, Not Elsewhere Classified",#0072FF,3799.0,8.0,6.1156889591173835e-06,0.0,"Transportation Equipment, Not Elsewhere Classified (0.0%)"
223,2421.0,Manufacturing,"Sawmills and Planing Mills, General",#0072FF,2421.0,8.0,6.1156889591173835e-06,0.0,"Sawmills and Planing Mills, General (0.0%)"
190,2299.0,Manufacturing,"Textile goods, Not Elsewhere Classified",#0072FF,2299.0,8.0,6.1156889591173835e-06,0.0,"Textile goods, Not Elsewhere Classified (0.0%)"
221,2399.0,Manufacturing,"Fabricated Textile Products, Not Elsewhere Classified",#0072FF,2399.0,8.0,6.1156889591173835e-06,0.0,"Fabricated Textile Products, Not Elsewhere Classified (0.0%)"
457,3556.0,Manufacturing,Food Products Machinery,#0072FF,3556.0,8.0,6.1156889591173835e-06,0.0,Food Products Machinery (0.0%)
356,3269.0,Manufacturing,"Pottery Products, Not Elsewhere Classified",#0072FF,3269.0,8.0,6.1156889591173835e-06,0.0,"Pottery Products, Not Elsewhere Classified (0.0%)"
565,3953.0,Manufacturing,Marking Devices,#0072FF,3953.0,8.0,6.1156889591173835e-06,0.0,Marking Devices (0.0%)
232,2448.0,Manufacturing,Wood Pallets and Skids,#0072FF,2448.0,8.0,6.1156889591173835e-06,0.0,Wood Pallets and Skids (0.0%)
103,1743.0,Construction,"Terrazzo, Tile, Marble, and Mosaic Work",#696969,1743.0,8.0,6.1156889591173835e-06,0.0,"Terrazzo, Tile, Marble, and Mosaic Work (0.0%)"
154,2085.0,Manufacturing,Distilled and Blended Liquors,#0072FF,2085.0,8.0,6.1156889591173835e-06,0.0,Distilled and Blended Liquors (0.0%)
245,2521.0,Manufacturing,Wood Office Furniture,#0072FF,2521.0,7.0,5.351227839227711e-06,0.0,Wood Office Furniture (0.0%)
558,3915.0,Manufacturing,"Jewelers' Findings and Materials, and Lapidary Work",#0072FF,3915.0,7.0,5.351227839227711e-06,0.0,"Jewelers' Findings and Materials, and Lapidary Work (0.0%)"
240,2512.0,Manufacturing,"Wood Household Furniture, Upholstered",#0072FF,2512.0,7.0,5.351227839227711e-06,0.0,"Wood Household Furniture, Upholstered (0.0%)"
284,2813.0,Manufacturing,Industrial Gases,#0072FF,2813.0,7.0,5.351227839227711e-06,0.0,Industrial Gases (0.0%)
713,5261.0,Retail and wholesale trade,"Retail Nurseries, Lawn and Garden Supply Stores",#FF9BCD,5261.0,7.0,5.351227839227711e-06,0.0,"Retail Nurseries, Lawn and Garden Supply Stores (0.0%)"
761,5948.0,Retail and wholesale trade,Luggage and Leather Goods Stores,#FF9BCD,5948.0,7.0,5.351227839227711e-06,0.0,Luggage and Leather Goods Stores (0.0%)
678,5111.0,Retail and wholesale trade,Printing and Writing Paper,#FF9BCD,5111.0,7.0,5.351227839227711e-06,0.0,Printing and Writing Paper (0.0%)
775,6019.0,"Finance, Insurance, And Real Estate","Central Reserve Depository Institutions, Not Elsewhere Classified",#FFFF00,6019.0,7.0,5.351227839227711e-06,0.0,"Central Reserve Depository Institutions, Not Elsewhere Classified (0.0%)"
95,1622.0,Construction,"Bridge, Tunnel, and Elevated Highway Construction",#696969,1622.0,7.0,5.351227839227711e-06,0.0,"Bridge, Tunnel, and Elevated Highway Construction (0.0%)"
12,172.0,"Agriculture, Forestry, Fishing, Mining",Grapes,#698705,172.0,7.0,5.351227839227711e-06,0.0,Grapes (0.0%)
157,2091.0,Manufacturing,Canned and Cured Fish and Seafoods,#0072FF,2091.0,7.0,5.351227839227711e-06,0.0,Canned and Cured Fish and Seafoods (0.0%)
239,2511.0,Manufacturing,"Wood Household Furniture, Except Upholstered",#0072FF,2511.0,6.0,4.586766719338038e-06,0.0,"Wood Household Furniture, Except Upholstered (0.0%)"
66,1099.0,"Agriculture, Forestry, Fishing, Mining","Miscellaneous Metal Ores, Not Elsewhere Classified",#698705,1099.0,6.0,4.586766719338038e-06,0.0,"Miscellaneous Metal Ores, Not Elsewhere Classified (0.0%)"
695,5153.0,Retail and wholesale trade,Grain and Field Beans,#FF9BCD,5153.0,6.0,4.586766719338038e-06,0.0,Grain and Field Beans (0.0%)
759,5946.0,Retail and wholesale trade,Camera and Photographic Supply Stores,#FF9BCD,5946.0,6.0,4.586766719338038e-06,0.0,Camera and Photographic Supply Stores (0.0%)
916,7993.0,Services,Coin-Operated Amusement Devices,#FF0069,7993.0,6.0,4.586766719338038e-06,0.0,Coin-Operated Amusement Devices (0.0%)
885,7533.0,Services,Automotive Exhaust System Repair Shops,#FF0069,7533.0,6.0,4.586766719338038e-06,0.0,Automotive Exhaust System Repair Shops (0.0%)
153,2084.0,Manufacturing,"Wines, Brandy, and Brandy Spirits",#0072FF,2084.0,6.0,4.586766719338038e-06,0.0,"Wines, Brandy, and Brandy Spirits (0.0%)"
540,3821.0,Manufacturing,Laboratory Apparatus and Furniture,#0072FF,3821.0,6.0,4.586766719338038e-06,0.0,Laboratory Apparatus and Furniture (0.0%)
280,2789.0,Manufacturing,Bookbinding and Related Work,#0072FF,2789.0,6.0,4.586766719338038e-06,0.0,Bookbinding and Related Work (0.0%)
279,2782.0,Manufacturing,"Blankbooks, Looseleaf Binders and Devices",#0072FF,2782.0,5.0,3.8223055994483645e-06,0.0,"Blankbooks, Looseleaf Binders and Devices (0.0%)"
64,1081.0,"Agriculture, Forestry, Fishing, Mining",Metal Mining Services,#698705,1081.0,5.0,3.8223055994483645e-06,0.0,Metal Mining Services (0.0%)
306,2879.0,Manufacturing,"Pesticides and Agricultural Chemicals, Not Elsewhere Classified",#0072FF,2879.0,5.0,3.8223055994483645e-06,0.0,"Pesticides and Agricultural Chemicals, Not Elsewhere Classified (0.0%)"
592,4231.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Terminal and Joint Terminal Maintenance Facilities for Motor Freight Transportation,#C3FF00,4231.0,5.0,3.8223055994483645e-06,0.0,Terminal and Joint Terminal Maintenance Facilities for Motor Freight Transportation (0.0%)
397,3421.0,Manufacturing,Cutlery,#0072FF,3421.0,5.0,3.8223055994483645e-06,0.0,Cutlery (0.0%)
481,3594.0,Manufacturing,Fluid Power Pumps and Motors,#0072FF,3594.0,5.0,3.8223055994483645e-06,0.0,Fluid Power Pumps and Motors (0.0%)
52,851.0,"Agriculture, Forestry, Fishing, Mining",Forestry Services,#698705,851.0,4.0,3.0578444795586918e-06,0.0,Forestry Services (0.0%)
238,2499.0,Manufacturing,"Wood Products, Not Elsewhere Classified",#0072FF,2499.0,4.0,3.0578444795586918e-06,0.0,"Wood Products, Not Elsewhere Classified (0.0%)"
251,2599.0,Manufacturing,"Furniture and Fixtures, Not Elsewhere Classified",#0072FF,2599.0,4.0,3.0578444795586918e-06,0.0,"Furniture and Fixtures, Not Elsewhere Classified (0.0%)"
256,2653.0,Manufacturing,Corrugated and Solid Fiber Boxes,#0072FF,2653.0,4.0,3.0578444795586918e-06,0.0,Corrugated and Solid Fiber Boxes (0.0%)
87,1481.0,"Agriculture, Forestry, Fishing, Mining","Nonmetallic Minerals Services, Except Fuels",#698705,1481.0,4.0,3.0578444795586918e-06,0.0,"Nonmetallic Minerals Services, Except Fuels (0.0%)"
644,5015.0,Retail and wholesale trade,"Motor Vehicle Parts, Used",#FF9BCD,5015.0,4.0,3.0578444795586918e-06,0.0,"Motor Vehicle Parts, Used (0.0%)"
774,6011.0,"Finance, Insurance, And Real Estate",Federal Reserve Banks,#FFFF00,6011.0,4.0,3.0578444795586918e-06,0.0,Federal Reserve Banks (0.0%)
530,3732.0,Manufacturing,Boat Building and Repairing,#0072FF,3732.0,4.0,3.0578444795586918e-06,0.0,Boat Building and Repairing (0.0%)
248,2541.0,Manufacturing,"Wood Office and Store Fixtures, Partitions, Shelving, and Lockers",#0072FF,2541.0,4.0,3.0578444795586918e-06,0.0,"Wood Office and Store Fixtures, Partitions, Shelving, and Lockers (0.0%)"
70,1241.0,"Agriculture, Forestry, Fishing, Mining",Coal Mining Services,#698705,1241.0,4.0,3.0578444795586918e-06,0.0,Coal Mining Services (0.0%)
650,5039.0,Retail and wholesale trade,"Construction Materials, Not Elsewhere Classified",#FF9BCD,5039.0,4.0,3.0578444795586918e-06,0.0,"Construction Materials, Not Elsewhere Classified (0.0%)"
803,6361.0,"Finance, Insurance, And Real Estate",Title Insurance,#FFFF00,6361.0,3.0,2.293383359669019e-06,0.0,Title Insurance (0.0%)
472,3578.0,Manufacturing,"Calculating and Accounting Machines, Except Electronic Computers",#0072FF,3578.0,3.0,2.293383359669019e-06,0.0,"Calculating and Accounting Machines, Except Electronic Computers (0.0%)"
730,5561.0,Retail and wholesale trade,Recreational Vehicle Dealers,#FF9BCD,5561.0,3.0,2.293383359669019e-06,0.0,Recreational Vehicle Dealers (0.0%)
567,3961.0,Manufacturing,"Costume Jewelry and Costume Novelties, Except Precious Metal",#0072FF,3961.0,3.0,2.293383359669019e-06,0.0,"Costume Jewelry and Costume Novelties, Except Precious Metal (0.0%)"
452,3549.0,Manufacturing,"Metalworking Machinery, Not Elsewhere Classified",#0072FF,3549.0,3.0,2.293383359669019e-06,0.0,"Metalworking Machinery, Not Elsewhere Classified (0.0%)"
262,2673.0,Manufacturing,"Plastics, Foil, and Coated Paper Bags",#0072FF,2673.0,3.0,2.293383359669019e-06,0.0,"Plastics, Foil, and Coated Paper Bags (0.0%)"
25,241.0,"Agriculture, Forestry, Fishing, Mining",Dairy Farms,#698705,241.0,3.0,2.293383359669019e-06,0.0,Dairy Farms (0.0%)
402,3432.0,Manufacturing,Plumbing Fixture Fittings and Trim,#0072FF,3432.0,3.0,2.293383359669019e-06,0.0,Plumbing Fixture Fittings and Trim (0.0%)
143,2066.0,Manufacturing,Chocolate and Cocoa Products,#0072FF,2066.0,3.0,2.293383359669019e-06,0.0,Chocolate and Cocoa Products (0.0%)
333,3131.0,Manufacturing,Boot and Shoe Cut Stock and Findings,#0072FF,3131.0,3.0,2.293383359669019e-06,0.0,Boot and Shoe Cut Stock and Findings (0.0%)
145,2068.0,Manufacturing,Salted and Roasted Nuts and Seeds,#0072FF,2068.0,3.0,2.293383359669019e-06,0.0,Salted and Roasted Nuts and Seeds (0.0%)
327,3085.0,Manufacturing,Plastics Bottles,#0072FF,3085.0,3.0,2.293383359669019e-06,0.0,Plastics Bottles (0.0%)
129,2041.0,Manufacturing,Flour and Other Grain Mill Products,#0072FF,2041.0,3.0,2.293383359669019e-06,0.0,Flour and Other Grain Mill Products (0.0%)
427,3494.0,Manufacturing,"Valves and Pipe Fittings, Not Elsewhere Classified",#0072FF,3494.0,3.0,2.293383359669019e-06,0.0,"Valves and Pipe Fittings, Not Elsewhere Classified (0.0%)"
33,273.0,"Agriculture, Forestry, Fishing, Mining",Animal Aquaculture,#698705,273.0,3.0,2.293383359669019e-06,0.0,Animal Aquaculture (0.0%)
119,2022.0,Manufacturing,"Natural, Processed, and Imitation Cheese",#0072FF,2022.0,3.0,2.293383359669019e-06,0.0,"Natural, Processed, and Imitation Cheese (0.0%)"
80,1442.0,"Agriculture, Forestry, Fishing, Mining",Construction Sand and Gravel,#698705,1442.0,3.0,2.293383359669019e-06,0.0,Construction Sand and Gravel (0.0%)
629,4923.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Natural Gas Transmission and Distribution,#C3FF00,4923.0,3.0,2.293383359669019e-06,0.0,Natural Gas Transmission and Distribution (0.0%)
155,2086.0,Manufacturing,Bottled and Canned Soft Drinks and Carbonated Waters,#0072FF,2086.0,3.0,2.293383359669019e-06,0.0,Bottled and Canned Soft Drinks and Carbonated Waters (0.0%)
373,3317.0,Manufacturing,Steel Pipe and Tubes,#0072FF,3317.0,3.0,2.293383359669019e-06,0.0,Steel Pipe and Tubes (0.0%)
358,3272.0,Manufacturing,"Concrete Products, Except Block and Brick",#0072FF,3272.0,3.0,2.293383359669019e-06,0.0,"Concrete Products, Except Block and Brick (0.0%)"
88,1499.0,"Agriculture, Forestry, Fishing, Mining","Miscellaneous Nonmetallic Minerals, Except Fuels",#698705,1499.0,3.0,2.293383359669019e-06,0.0,"Miscellaneous Nonmetallic Minerals, Except Fuels (0.0%)"
159,2095.0,Manufacturing,Roasted Coffee,#0072FF,2095.0,3.0,2.293383359669019e-06,0.0,Roasted Coffee (0.0%)
640,4971.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",Irrigation Systems,#C3FF00,4971.0,3.0,2.293383359669019e-06,0.0,Irrigation Systems (0.0%)
46,762.0,"Agriculture, Forestry, Fishing, Mining",Farm Management Services,#698705,762.0,3.0,2.293383359669019e-06,0.0,Farm Management Services (0.0%)
53,912.0,"Agriculture, Forestry, Fishing, Mining",Finfish,#698705,912.0,3.0,2.293383359669019e-06,0.0,Finfish (0.0%)
582,4151.0,"Transportation, Communications, Electric, Gas, And Sanitary Services",School Buses,#C3FF00,4151.0,2.0,1.5289222397793459e-06,0.0,School Buses (0.0%)
666,5078.0,Retail and wholesale trade,Refrigeration Equipment and Supplies,#FF9BCD,5078.0,2.0,1.5289222397793459e-06,0.0,Refrigeration Equipment and Supplies (0.0%)
611,4619.0,"Transportation, Communications, Electric, Gas, And Sanitary Services","Pipelines, Not Elsewhere Classified",#C3FF00,4619.0,2.0,1.5289222397793459e-06,0.0,"Pipelines, Not Elsewhere Classified (0.0%)"
189,2298.0,Manufacturing,Cordage and Twine,#0072FF,2298.0,2.0,1.5289222397793459e-06,0.0,Cordage and Twine (0.0%)
326,3084.0,Manufacturing,Plastics Pipe,#0072FF,3084.0,2.0,1.5289222397793459e-06,0.0,Plastics Pipe (0.0%)
278,2771.0,Manufacturing,Greeting Cards,#0072FF,2771.0,2.0,1.5289222397793459e-06,0.0,Greeting Cards (0.0%)
61,1041.0,"Agriculture, Forestry, Fishing, Mining",Gold Ores,#698705,1041.0,2.0,1.5289222397793459e-06,0.0,Gold Ores (0.0%)
794,6221.0,"Finance, Insurance, And Real Estate",Commodity Contracts Brokers and Dealers,#FFFF00,6221.0,2.0,1.5289222397793459e-06,0.0,Commodity Contracts Brokers and Dealers (0.0%)
499,3645.0,Manufacturing,Residential Electric Lighting Fixtures,#0072FF,3645.0,2.0,1.5289222397793459e-06,0.0,Residential Electric Lighting Fixtures (0.0%)
32,272.0,"Agriculture, Forestry, Fishing, Mining",Horses and Other Equines,#698705,272.0,2.0,1.5289222397793459e-06,0.0,Horses and Other Equines (0.0%)
696,5154.0,Retail and wholesale trade,Livestock,#FF9BCD,5154.0,2.0,1.5289222397793459e-06,0.0,Livestock (0.0%)
475,3582.0,Manufacturing,"Commercial Laundry, Drycleaning, and Pressing Machines",#0072FF,3582.0,2.0,1.5289222397793459e-06,0.0,"Commercial Laundry, Drycleaning, and Pressing Machines (0.0%)"
340,3171.0,Manufacturing,Women's Handbags and Purses,#0072FF,3171.0,2.0,1.5289222397793459e-06,0.0,Women's Handbags and Purses (0.0%)
218,2395.0,Manufacturing,"Pleating, Decorative and Novelty Stitching, and Tucking for the Trade",#0072FF,2395.0,1.0,7.644611198896729e-07,0.0,"Pleating, Decorative and Novelty Stitching, and Tucking for the Trade (0.0%)"
199,2335.0,Manufacturing,"Women's, Misses', and Juniors' Dresses",#0072FF,2335.0,1.0,7.644611198896729e-07,0.0,"Women's, Misses', and Juniors' Dresses (0.0%)"
303,2873.0,Manufacturing,Nitrogenous Fertilizers,#0072FF,2873.0,1.0,7.644611198896729e-07,0.0,Nitrogenous Fertilizers (0.0%)
10,161.0,"Agriculture, Forestry, Fishing, Mining",Vegetables and Melons,#698705,161.0,1.0,7.644611198896729e-07,0.0,Vegetables and Melons (0.0%)
57,971.0,"Agriculture, Forestry, Fishing, Mining","Hunting and Trapping, and Game Propagation",#698705,971.0,1.0,7.644611198896729e-07,0.0,"Hunting and Trapping, and Game Propagation (0.0%)"
264,2675.0,Manufacturing,Die-Cut Paper and Paperboard and Cardboard,#0072FF,2675.0,1.0,7.644611198896729e-07,0.0,Die-Cut Paper and Paperboard and Cardboard (0.0%)
2,115.0,"Agriculture, Forestry, Fishing, Mining",Corn,#698705,115.0,1.0,7.644611198896729e-07,0.0,Corn (0.0%)
380,3339.0,Manufacturing,"Primary Smelting and Refining of Nonferrous Metals, Except Copper and Aluminum",#0072FF,3339.0,1.0,7.644611198896729e-07,0.0,"Primary Smelting and Refining of Nonferrous Metals, Except Copper and Aluminum (0.0%)"
250,2591.0,Manufacturing,Drapery Hardware and Window Blinds and Shades,#0072FF,2591.0,1.0,7.644611198896729e-07,0.0,Drapery Hardware and Window Blinds and Shades (0.0%)
126,2035.0,Manufacturing,"Pickled Fruits and Vegetables, Vegetable Sauces and Seasonings, and Salad Dressings",#0072FF,2035.0,1.0,7.644611198896729e-07,0.0,"Pickled Fruits and Vegetables, Vegetable Sauces and Seasonings, and Salad Dressings (0.0%)"
215,2392.0,Manufacturing,"House furnishing, Except Curtains and Draperies",#0072FF,2392.0,1.0,7.644611198896729e-07,0.0,"House furnishing, Except Curtains and Draperies (0.0%)"
290,2824.0,Manufacturing,"Manmade Organic Fibers, Except Cellulosic",#0072FF,2824.0,1.0,7.644611198896729e-07,0.0,"Manmade Organic Fibers, Except Cellulosic (0.0%)"
204,2353.0,Manufacturing,"Hats, Caps, and Millinery",#0072FF,2353.0,1.0,7.644611198896729e-07,0.0,"Hats, Caps, and Millinery (0.0%)"
784,6082.0,"Finance, Insurance, And Real Estate",Foreign Trade and International Banking Institutions,#FFFF00,6082.0,1.0,7.644611198896729e-07,0.0,Foreign Trade and International Banking Institutions (0.0%)
170,2231.0,Manufacturing,"Broadwoven Fabric Mills, Wool (Including Dyeing and Finishing)",#0072FF,2231.0,1.0,7.644611198896729e-07,0.0,"Broadwoven Fabric Mills, Wool (Including Dyeing and Finishing) (0.0%)"
412,3452.0,Manufacturing,"Bolts, Nuts, Screws, Rivets, and Washers",#0072FF,3452.0,1.0,7.644611198896729e-07,0.0,"Bolts, Nuts, Screws, Rivets, and Washers (0.0%)"
130,2043.0,Manufacturing,Cereal Breakfast Foods,#0072FF,2043.0,1.0,7.644611198896729e-07,0.0,Cereal Breakfast Foods (0.0%)
20,211.0,"Agriculture, Forestry, Fishing, Mining",Beef Cattle Feedlots,#698705,211.0,1.0,7.644611198896729e-07,0.0,Beef Cattle Feedlots (0.0%)
323,3081.0,Manufacturing,Unsupported Plastics Film and Sheet,#0072FF,3081.0,1.0,7.644611198896729e-07,0.0,Unsupported Plastics Film and Sheet (0.0%)
405,3442.0,Manufacturing,"Metal Doors, Sash, Frames, Molding, and Trim Manufacturing",#0072FF,3442.0,1.0,7.644611198896729e-07,0.0,"Metal Doors, Sash, Frames, Molding, and Trim Manufacturing (0.0%)"
876,7383.0,Services,News Syndicates,#FF0069,,0.0,0.0,0.0,News Syndicates (0.0%)
936,8092.0,Services,Kidney Dialysis Centers,#FF0069,,0.0,0.0,0.0,Kidney Dialysis Centers (0.0%)
1001,9661.0,Public Administration,Space and Research and Technology,#CD7CA4,,0.0,0.0,0.0,Space and Research and Technology (0.0%)
906,7833.0,Services,Drive-In Motion Picture Theaters,#FF0069,,0.0,0.0,0.0,Drive-In Motion Picture Theaters (0.0%)
768,5989.0,Retail and wholesale trade,"Fuel Dealers, Not Elsewhere Classified",#FF9BCD,,0.0,0.0,0.0,"Fuel Dealers, Not Elsewhere Classified (0.0%)"
811,6517.0,"Finance, Insurance, And Real Estate",Lessors of Railroad Property,#FFFF00,,0.0,0.0,0.0,Lessors of Railroad Property (0.0%)
0,111.0,"Agriculture, Forestry, Fishing, Mining",Wheat,#698705,,0.0,0.0,0.0,Wheat (0.0%)
714,5271.0,Retail and wholesale trade,Mobile Home Dealers,#FF9BCD,,0.0,0.0,0.0,Mobile Home Dealers (0.0%)
181,2269.0,Manufacturing,"Finishers of Textiles, Not elsewhere Classified",#0072FF,,0.0,0.0,0.0,"Finishers of Textiles, Not elsewhere Classified (0.0%)"
205,2361.0,Manufacturing,"Girls', Children's, and Infants' Dresses, Blouses, and Shirts",#0072FF,,0.0,0.0,0.0,"Girls', Children's, and Infants' Dresses, Blouses, and Shirts (0.0%)"
203,2342.0,Manufacturing,"Brassieres, Girdles, and Allied Garments",#0072FF,,0.0,0.0,0.0,"Brassieres, Girdles, and Allied Garments (0.0%)"
202,2341.0,Manufacturing,"Women's, Misses', Children's, and Infants' Underwear and Nightwear",#0072FF,,0.0,0.0,0.0,"Women's, Misses', Children's, and Infants' Underwear and Nightwear (0.0%)"
198,2331.0,Manufacturing,"Women's, Misses', and Juniors' Blouses and Shirts",#0072FF,2331.0,0.0,0.0,0.0,"Women's, Misses', and Juniors' Blouses and Shirts (0.0%)"
195,2325.0,Manufacturing,Men's and Boys' Separate Trousers and Slacks,#0072FF,,0.0,0.0,0.0,Men's and Boys' Separate Trousers and Slacks (0.0%)
194,2323.0,Manufacturing,Men's and Boys' Neckwear,#0072FF,,0.0,0.0,0.0,Men's and Boys' Neckwear (0.0%)
193,2322.0,Manufacturing,Men's and Boys' Underwear and Nightwear,#0072FF,,0.0,0.0,0.0,Men's and Boys' Underwear and Nightwear (0.0%)
192,2321.0,Manufacturing,"Men's and Boys' Shirts, Except Work Shirts",#0072FF,,0.0,0.0,0.0,"Men's and Boys' Shirts, Except Work Shirts (0.0%)"
188,2297.0,Manufacturing,Non-woven Fabrics,#0072FF,,0.0,0.0,0.0,Non-woven Fabrics (0.0%)
187,2296.0,Manufacturing,Tire Cord and Fabrics,#0072FF,,0.0,0.0,0.0,Tire Cord and Fabrics (0.0%)
186,2295.0,Manufacturing,"Coated Fabrics, Not Rubberized",#0072FF,,0.0,0.0,0.0,"Coated Fabrics, Not Rubberized (0.0%)"
185,2284.0,Manufacturing,Thread Mills,#0072FF,,0.0,0.0,0.0,Thread Mills (0.0%)
184,2282.0,Manufacturing,"Yarn Texturizing, Throwing, Twisting, and Winding Mills",#0072FF,,0.0,0.0,0.0,"Yarn Texturizing, Throwing, Twisting, and Winding Mills (0.0%)"
183,2281.0,Manufacturing,Yarn Spinning Mills,#0072FF,,0.0,0.0,0.0,Yarn Spinning Mills (0.0%)
180,2262.0,Manufacturing,Finishers of Broadwoven Fabrics of Manmade Fiber and Silk,#0072FF,,0.0,0.0,0.0,Finishers of Broadwoven Fabrics of Manmade Fiber and Silk (0.0%)
656,5048.0,Retail and wholesale trade,Ophthalmic Goods,#FF9BCD,,0.0,0.0,0.0,Ophthalmic Goods (0.0%)
177,2258.0,Manufacturing,Lace and Warp Knit Fabric Mills,#0072FF,,0.0,0.0,0.0,Lace and Warp Knit Fabric Mills (0.0%)
176,2257.0,Manufacturing,Weft Knit Fabric Mills,#0072FF,,0.0,0.0,0.0,Weft Knit Fabric Mills (0.0%)
175,2254.0,Manufacturing,Knit Underwear and Nightwear Mills,#0072FF,,0.0,0.0,0.0,Knit Underwear and Nightwear Mills (0.0%)
173,2252.0,Manufacturing,"Hosiery, Not Elsewhere Classified",#0072FF,,0.0,0.0,0.0,"Hosiery, Not Elsewhere Classified (0.0%)"
172,2251.0,Manufacturing,"Women's Full-Length and Knee-Length Hosiery, Except Socks",#0072FF,,0.0,0.0,0.0,"Women's Full-Length and Knee-Length Hosiery, Except Socks (0.0%)"
171,2241.0,Manufacturing,"Narrow Fabric and Other Smallware Mills: Cotton, Wool, Silk, and Manmade Fiber",#0072FF,,0.0,0.0,0.0,"Narrow Fabric and Other Smallware Mills: Cotton, Wool, Silk, and Manmade Fiber (0.0%)"
169,2221.0,Manufacturing,"Broadwoven Fabric Mills, Manmade Fiber and Silk",#0072FF,,0.0,0.0,0.0,"Broadwoven Fabric Mills, Manmade Fiber and Silk (0.0%)"
167,2141.0,Manufacturing,Tobacco Stemming and Redrying,#0072FF,,0.0,0.0,0.0,Tobacco Stemming and Redrying (0.0%)
166,2131.0,Manufacturing,Chewing and Smoking Tobacco and Snuff,#0072FF,,0.0,0.0,0.0,Chewing and Smoking Tobacco and Snuff (0.0%)
165,2121.0,Manufacturing,Cigars,#0072FF,,0.0,0.0,0.0,Cigars (0.0%)
164,2111.0,Manufacturing,Cigarettes,#0072FF,,0.0,0.0,0.0,Cigarettes (0.0%)
161,2097.0,Manufacturing,Manufactured Ice,#0072FF,,0.0,0.0,0.0,Manufactured Ice (0.0%)
160,2096.0,Manufacturing,"Potato Chips, Corn Chips, and Similar Snacks",#0072FF,,0.0,0.0,0.0,"Potato Chips, Corn Chips, and Similar Snacks (0.0%)"
156,2087.0,Manufacturing,"Flavoring Extracts and Flavoring Syrups, Not Elsewhere Classified",#0072FF,,0.0,0.0,0.0,"Flavoring Extracts and Flavoring Syrups, Not Elsewhere Classified (0.0%)"
206,2369.0,Manufacturing,"Girls', Children's, and Infants' Outerwear, Not Elsewhere Classified",#0072FF,,0.0,0.0,0.0,"Girls', Children's, and Infants' Outerwear, Not Elsewhere Classified (0.0%)"
